job_title; company; company_size; industry; required_experience; posting_date; closing_date; link; job_description
Data Scientist Lead, IBG Digital, Institutional Banking Group - (180002JP);DBS Bank Limited;More than 5000 Employees;Banking/Financial Services; Senior Manager ;30-June-2018;19-July-2018;https://www.jobstreet.com.sg/en/job/data-scientist-lead-ibg-digital-institutional-banking-group-180002jp-6563953?fr=21&src=16&srcr=16; Business Function The Institutional Banking Group's (IBG) Digital team strategizes and drives the Digital roadmap to lead the digital transformation of the IBG business globally. Govern and enable the engagement with various business partners and groups, client coverage, core product, country and regional sales, technology, operations and control partners. Ensuring the operating model in collaboration with all stakeholders is strictly followed to our digital framework to build the Eco-Systems, Acquire via the appropriate digital channels, Transact and Engage with the client in the most meaningful way. The Digital Development Team is a subset of the broader Digital team and we own the development of digital product strategy and capabilities across the business and customers. Incubate and conceptualize digital tools and solutions to meet market, customer and operational needs end to end. A close collaborating team to existing core product teams and business partners in solution development.Job Purpose  The Lead Data Scientist manages a team of data scientists within IBG Business Analytics to drive value for the business by leveraging machine learning. He will have opportunities to work on various projects that provide data-driven insights that enable enhanced capabilities in the areas of business growth, risk management, productivity etc.ResponsibilitiesLead, guide, and manage the team of data scientistsOverall accountable for the team's delivery of data science projects that drive value for businessManage and guide a team of experienced data scientists to drive projects and be accountable for the output of the teamPartner with business stakeholders to understand needs and identify opportunities to apply data scienceFrame this opportunity as a data science problem, formulating hypotheses and techniques for experimentationOversee the process of data exploration & preparation, the conduct of experiments, review of model performance, and presentation of results to business stakeholders for their feedbackLead the presentation of key insights to management with actionable recommendationsManage the team to facilitate deployment of finalised solutions to production environmentOversee the ongoing monitoring of model performance, and the process of model retraining if necessary RequirementsFor PhD holders (in computer science, machine learning, statistics, decision science, mathematics or equivalent) - at least 5 years of industry experience developing data science solutionsFor non PhD holders - at least 8 years of industry experience in data sciencePhD or advanced degree holder in computer science, machine learning, statistics, decision science, mathematics or equivalentPrior experience managing teams of PhD-level data scientists preferredExcellent advanced analytics skills, with prior industry experience developing machine learning solutions for classification, prediction, forecasting and/or anomaly detection problemsHighly proficient in data manipulationHighly proficient in R, Python, SparkStrong expertise in at least one of the following areas (or equivalent): deep learning, NLP, graph mining, anomaly detection, large-scale recommender engines, large-scale optimizations, large-scale multivariate time-series forecasting, causal and statistical reasoningAbility to present analysis in a manner accessible by non-practitionersGood verbal and written communication skills and the ability to interact professionally with business executivesHas a 'can-do' attitudePrior experience in banks not required but may be considered Apply Now  We offer a competitive salary and benefits package and the professional advantages of a dynamic environment that supports your development and recognises your achievements. 
Data Scientist, IBG Digital, Institutional Banking Group - (180000ZI);DBS Bank Limited;More than 5000 Employees;Banking/Financial Services; Senior Manager ;30-June-2018;19-July-2018;https://www.jobstreet.com.sg/en/job/data-scientist-ibg-digital-institutional-banking-group-180000zi-6563945?fr=21&src=16&srcr=16; Business Function The Institutional Banking Group's (IBG) Digital team strategizes and drives the Digital roadmap to lead the digital transformation of the IBG business globally. Govern and enable the engagement with various business partners and groups, client coverage, core product, country and regional sales, technology, operations and control partners. Ensuring the operating model in collaboration with all stakeholders is strictly followed to our digital framework to build the Eco-Systems, Acquire via the appropriate digital channels, Transact and Engage with the client in the most meaningful way. The Digital Development Team is a subset of the broader Digital team and we own the development of digital product strategy and capabilities across the business and customers. Incubate and conceptualize digital tools and solutions to meet market, customer and operational needs end to end. A close collaborating team to existing core product teams and business partners in solution development.Job Purpose  The Data Scientist works within IBG Business Analytics to drive value for the business by leveraging machine learning. He will have opportunities to work on various projects that provide data-driven insights that enable enhanced capabilities in the areas of business growth, risk management, productivity etc.ResponsibilitiesPartner with business stakeholders to understand needs and identify opportunities to apply data scienceFrame this opportunity as a data science problem, formulating hypotheses and techniques for experimentationWork with data analysts and engineers for data exploration and preparationConduct experiments, assess model performance, and present results to business stakeholders to obtain feedbackPresent key insights to management with actionable recommendationsFacilitate deployment of finalised solution to production environmentMonitor model performance over time and retrain model if necessaryWork with other data scientists to drive projects and guide juniors as requiredAccountable for the delivery of data science projects that drive value for business RequirementsFor PhD holders (in computer science, machine learning, statistics, decision science, mathematics or equivalent) - at least 3 years of industry experience developing data science solutionsFor non PhD holders - at least 6 years of data science industry experienceAdvanced degree holder in computer science, machine learning, statistics, decision science, mathematics or equivalentExcellent advanced analytics skills, with prior industry experience developing machine learning solutions for classification, prediction, forecasting and/or anomaly detection problemsHighly proficient in data manipulationHighly proficient in R, Python, SparkDeep expertise in at least one of the following areas (or equivalent): deep learning, NLP, graph mining, anomaly detection, large-scale recommender engines, large-scale optimizations, large-scale multivariate time-series forecasting, causal and statistical reasoningAbility to present analysis in a manner accessible by non-practitionersGood verbal and written communication skills and the ability to interact professionally with business executivesHas a 'can-do' attitude Apply Now  We offer a competitive salary and benefits package and the professional advantages of a dynamic environment that supports your development and recognises your achievements. 
Data Scientist;Phillip Securities Pte Ltd;501 - 1000 Employees;Stockbroking/Securities;Min 2 years (Manager) ;30-June-2018;14-July-2018;https://www.jobstreet.com.sg/en/job/data-scientist-6554112?fr=21&src=16&srcr=16; Responsibilities: Design and implement analytical solutions to address the analytics needsPresent the analytical findings to management and business stakeholders on the trends, patterns and opportunitiesUnderstand business requirements & work with Line-of-Business to identify and resolve pain points related with data analysis as and when neededExplore new technologies especially open source suitable for big data implementationTo schedule and monitor all projects in chargeEnsure daily data consolidation jobs runs successfully and daily reports are generated and sent out timely.Manage user access in TableauRequirements:Degree in Computer Science, Data Science, Mathematics, Statistics or IT-related disciplineWorking experience with one or more of the following analytical frameworks such as SAS, SPSS, Hadoop or SparkWorking experience with SQL, Java, Python or R with system and models deployed for production operational useWorking experience in processing and analyzing large structured and unstructured data sets across traditional Data Warehouse and Hadoop platformsAt least 1 year experience in both Tableau Server and Desktop versionsAbility to multitask and roadmap project needsSound time-management and prioritizing skillsGood interpersonal and communication skillsExcellent team player  
Data Scientist;Systems on Silicon Manufacturing Co Pte Ltd;1001 - 2000 Employees;Semiconductor/Wafer Fabrication;Min 5 years (Manager) ;29-June-2018;28-July-2018;https://www.jobstreet.com.sg/en/job/data-scientist-6586627?fr=21&src=16&srcr=16; Design and develop deep learning models based on unstructured and structured data with unsupervised and/or supervised learning, Machine Learning and AI in one or more of the following areas:|||Scheduling and Forecasting Systems||Prediction and Recommendation Systems||Computer Vision and Image Recognition||Natural Language Processing|Responsibilities:|||Communicate complex analytical and technical concepts to users||Keep abreast in areas of Deep Learning including research, applications, and sharing expertise within the company||Evaluate and differentiate techniques, tools and approaches to Deep Learning problems||Support and mentor junior team members in Data Science techniques||Lead, design and develop software modules and applications that perform data ingestion, data transformation and analytics ||Deliver solutions timely as required||Maintain quality and accuracy of the Model solutions during deployment  Requirements:||Bachelor's Degree or higher, with sSpecialization in Data Science, Data Analytics or Machine Learning|At least 8 years of experience in Deep Learning, Machine Learning, Model Development, of which 3 or more years in active management of an advanced analytics / Data Science team|Hands-on experience in building and implementing advanced statistical analysis, machine learning and data mining|Deep learning solutions with tools such as TensorFLow, PyTorch, MXNet et al.|Experience in designing and developing professional software using Python, C++, R, Linux to solve users' problems |Familiar with details of implementing algorithms on multi-core CPUs, clusters (MPI), GPUs, heterogeneous clusters, distributed frameworks (e.g. GraphLab, Spark, Hadoop) 
Data Scientist (5 days/ Semiconductor/ Mfg ) (SSO 430629);TODAY'S CAREER PTE. LTD.(Recruitment Firm);1 - 50 Employees;Human Resources Management/Consulting;Min 3 years (Senior Executive) ;29-June-2018;29-July-2018;https://www.jobstreet.com.sg/en/job/data-scientist-5-days-semiconductor-mfg-sso-430629-6584336?fr=21&src=16&srcr=16; 5 days work weekSemiconductorChangi / Tampines Integrate company tool and customer’s quality data to provide statistical or machine learning analysis to improve company equipment overall efficiencyPartner with customer’s Data science group and company process engineers to define problem statements, acquire and analyse data , create visualization to “explain the data” and to identify sensors of interest that correlate to customer quality data (yield, defect, CD, etch rate etc.)Understand the data infrastructure’s requirements, define the best data storage solution and support company development team to design data analytics applications.These applications will extract data ( and images) from relational databases and big data storages, processing and analysing data, calculating summaries and indicators, detecting patterns and finding the root cause, performing commonality analysis and data mining. Master / Degree in Computer Science/Data Science/Statistics or relevantMin. 3 years’ of experiencePrior semiconductor manufacturing data analysis experience preferred Strong knowledge in one or more of the following areas: Big Data Technologies, relational databases, machine learning algorithms, data mining, yield analysis,statistical analysis, and image processing. Expertise in Web development, Hadoop, HBase, Java, Python, R and SQL is/are preferredStrong written and oral communication, analytical, problem solving, leadership and teamwork skills Interested candidates, please state last / expected salaries, notice period together with a recent photograph and email to: [email protected] (In MS Words format preferred)Attn: Serene Ong (Registration No.: R1102059)TODAY'S CAREER PTE. LTD.10 Anson Road International Plaza #30-13Singapore 079903Fax: 6227 6121Employment Agency Number: 96C3160GST Registration Number: 201008417CLog in to our website for the most current list of job advertisements: (Click the advertisement link at Job Seeker page)Website: www.todaycareer.com.sgEmail: [email protected]  
Data Scientist;Singapore Technologies Electronics Limited;501 - 1000 Employees;Electrical & Electronics;Min 2 years (Manager) ;29-June-2018;29-July-2018;https://www.jobstreet.com.sg/en/job/data-scientist-6584777?fr=21&src=16&srcr=16; Our people equates to our business. ST Engineering harnesses the full potential of our people by equipping them with work competencies and soft skills to effectively and creatively deliver at the workplace. We offer challenging growth opportunities in wide-ranging integrated engineering fields spanning both defence and commercial businesses. Innovation drives our culture. We are the people  behind many of the technologies and Innovations that impact your everyday life. We value our people because we understand that innovation is not just about technology, it comes from the hearts and minds that drive it. Job DescriptionWork in Strategic Technology Centre to deliver data analytic solution to customers/users. These solutions range from Descriptive, Diagnostic, Predictive, Prescriptive to Machine Learning and AI in developing data models with algorithms for big data analytics. Job RequirementsMaster’s Degree or PHD in Science/Engineering/Mathematics with at least 2-3 years of working experience in data analyticsIn-depth technical knowledge in either (1) operational research (2) computer network (3) computer vision (4) fluid dynamics (5) engineering mechanics (6) video or image processing (7) AI and neural network (8) geometry and topology (9) social and cognitive computingGood experience with end-to-end data profiling, mathematical modelling, testing, validation, algorithm, visualization, ideation and solutioningExperience in MySQL, Python, Matlab, Java or CKnowledge of Hadoop and Spark We regret to inform that only shortlisted candidates will be notified.  
APAC Lead Data Scientist-047523;UPS Asia Group Pte. Ltd.;501 - 1000 Employees;Transportation/Logistics;Min 8 years (Senior Manager) ;29-June-2018;29-July-2018;https://www.jobstreet.com.sg/en/job/apac-lead-data-scientist-047523-6584271?fr=21&src=16&srcr=16; Summary The APAC Lead Data Scientist provides leadership in implementation of advanced analytics models and solutions to yield predictive and prescriptive insights from large volumes of structured and unstructured data.   He/ She programs, develops, tests, estimates/runs, and validates models to ensure they are predictive and prescriptive and follow best practices. The Lead Data Scientist leads junior team members involved in advanced analytics activities and tasks. He/ She guides and influences department and project teams and facilitates collaboration with stakeholders. He/ She has experience applying models to large scale problems and advanced knowledge and experience with tuning a number of machine learning models.ResponsibilitiesEngages and collaborates with business leaders across the organization to help assess business needs and define research questions.Develops hypotheses, approaches (i.e., analytic plans and model development process), models, and solutions to solve problems and increases profitability.Provides appropriate direction for selection and implementation of model development processes to answer business problems.Provides overall direction for model KPI expectations, validation, test and re-train of existing models to meet business objectives.Manages the execution of advanced analytics projects based on statistics, machine learning, experimental design and the scientific method principles to derive insights.Evaluates synthesized insights and findings of model results in reports and presentations to prescribe action.Presents to management analytic findings and recommendations for defining problems, proposing business cases and strategies, and gaining support.Implements repeatable solutions through written project documentation, process flowcharts, logs, and commented code to produce datasets that can be used in analytics and/or predictive modeling.Reviews properties of models to correct for over-fitting, lack of convergence, incomplete separation, multicollinearity, heteroscedasticity, etc.Writes code to collect and manipulate data from multiple data sources.Develops strategy to monitor model and system performance/integrity.Supports the analysis and integration of tools and methods to provide desired results from models and requirements.Identifies opportunities and leads the effort to move from predictive to prescriptive analytics to more quickly turn data into results that support evidence-based decisions.Provides consultation to functional partners to support the design of planning systems. Manages team member activities to ensure tasks are completed within established deadlines and to rectify issues and roadblocks.Leads technical documentation in compliance with UPS Software Development Lifecycle to communicate and update project teams and stakeholders.Manages resources and people processes including performance management and career development.Skills and QualificationsHas an expert level of knowledge in statistical methodology, analyses and tests (e.g. multivariate analysis of variance, factor analysis, multiple and non-linear regression, cluster analysis, structural equation modeling, partial least squares analysis, etc.)|  selects most appropriate methodology to use| guides, coaches and teaches others in running appropriate statistical analyses| develops tools using statistical analyses.Strong people management and development skills.Strong communication skills in both oral and written and ability to interact with senior executive managementStrong project management skills, Project Management Office (PMO) or similar training or certification.Education or experience in disciplines associated with data science including advanced analytical techniques, data architecture, machine learning and associated mathematics and statistical capabilities. 
Data Scientist;Systems on Silicon Manufacturing Co Pte Ltd;1001 - 2000 Employees;Semiconductor/Wafer Fabrication;Min 5 years (Manager) ;29-June-2018;18-July-2018;https://www.jobstreet.com.sg/en/job/data-scientist-6562673?fr=21&src=16&srcr=16; Design and develop deep learning models based on unstructured and structured data with unsupervised and/or supervised learning, Machine Learning and AI in one or more of the following areas:|||Scheduling and Forecasting Systems||Prediction and Recommendation Systems||Computer Vision and Image Recognition||Natural Language Processing|Responsibilities:|||Communicate complex analytical and technical concepts to users||Keep abreast in areas of Deep Learning including research, applications, and sharing expertise within the company||Evaluate and differentiate techniques, tools and approaches to Deep Learning problems||Support and mentor junior team members in Data Science techniques||Lead, design and develop software modules and applications that perform data ingestion, data transformation and analytics ||Deliver solutions timely as required||Maintain quality and accuracy of the Model solutions during deployment  Requirements:||Bachelor's Degree or higher, with sSpecialization in Data Science, Data Analytics or Machine Learning|At least 8 years of experience in Deep Learning, Machine Learning, Model Development, of which 3 or more years in active management of an advanced analytics / Data Science team|Hands-on experience in building and implementing advanced statistical analysis, machine learning and data mining|Deep learning solutions with tools such as TensorFLow, PyTorch, MXNet et al.|Experience in designing and developing professional software using Python, C++, R, Linux to solve users' problems |Familiar with details of implementing algorithms on multi-core CPUs, clusters (MPI), GPUs, heterogeneous clusters, distributed frameworks (e.g. GraphLab, Spark, Hadoop) 
Data Scientist, Lighthouse;KPMG Services Pte Ltd;2001 - 5000 Employees;Accounting/Audit/Tax Services;Min 2 years (Senior Executive) ;29-June-2018;19-July-2018;https://www.jobstreet.com.sg/en/job/data-scientist-lighthouse-6561457?fr=21&src=16&srcr=16; We invite highly motivated, dynamic professionals to join our growing Lighthouse Team.Our data and analytics centre of excellence is currently looking for a Data Scientist to join our fast growing team. The successful candidate will be responsible to participate in the development and deployment of data and analytics solutions to both our internal teams and external clients. This is the perfect opportunity to become a part of an innovative and energetic team that constantly works on real-world business problems with a wide range of clients across multiple industries. The successful candidate will be expected to take ownership and drive the entire life cycle of analytics product development which typically includes:• Working with functional and sectorial teams to define analytics use cases that can be used to address business problem statements• Designing data solutions by using suitable data analytics tools and techniques• Designing data collection, pre-processing, analysis and reporting pipelines• Developing, deploying and maintaining analytical models The ideal candidate should possess:• Bachelor/Master degree in a Statistics / Mathematics / Computer Science / Engineering / Economics discipline or Exceptional candidates with Diploma / Specialist Diploma in Informatics / Analytics / Machine Learning / Data Analytics• Minimum 2-8 years of experience in conducting statistical analysis and developing analytical models• Knowledge and hands-on experience in statistics, optimization, machine learning, text mining and visualization• Exposure to Analytics applied to business functions such as Customer Analytics, People Analytics, Supply Chain Analytics, Financial Analytics• Proficient in analytics frameworks such as R and Python or exposure and project experience in SAS, SPSS, KXEN, Matlabs, etc or exposure and experience in AI platforms from IBM, Microsoft, Google, Amazon• Demonstrate strong business understanding to apply data science methodologies to business problems• Excellent communication and presentation skills• Passionate in sharing knowledge with the entire team 
VP/AVP, Data Scientist, Big Data Analytics Group, Data Management Office;United Overseas Bank Limited (UOB);More than 5000 Employees;Banking/Financial Services;Min 5 years (Senior Executive) ;29-June-2018;13-July-2018;https://www.jobstreet.com.sg/en/job/vpavp-data-scientist-big-data-analytics-group-data-management-office-6552598?fr=21&src=16&srcr=16; The Data Management Office (DMO) is a business function that covers Enterprise Data Governance, Data Management, Big Data Analytics and Enterprise Data Strategy. Data Management Office ensures that UOB meets all data governance standards set by data regulators and optimize data management and usage to help UOB make smarter, faster and more accurate decisions and to improve operational efficiency. The Big Data Analytics Group (BDAG) leads the transformational build, use, and deployment of the banks next generation analytics capabilities across the organization. This exciting role will play a pivotal part as an Analytics Centre of Excellence that will take analytics to the next level through use of latest data and analytics technology currently being deployed. You will work either individually or in project teams as a subject matter expert to deliver new Big Data and Machine Learning solutions for our business partners. Your main responsibilities include: ·         Design analytical solutions/experiments to solve various strategic business problems through engagement and research.·         Building and deploying Machine Learning Algorithms, Advanced Analytics, and Data Visualization across the UOB group and region.·         Support the Enterprise Data Architecture and Governance Program in developing and transforming the Analytics Capabilities across the group.·         Partnering with assigned teams and/or business units to provide deep expertise and advisory on advanced data analytics needs.·         Strong knowledge of data and analytics architecture to ensure analytics objectives are aligned to business priorities on the Data Analytics Transformation Program.·         Drive Innovation initiatives under CDO guidance and directives. Requirements ·         Min Postgraduate in Statistics, Mathematics, Engineering , Computer Science or a related field·         Min 5 years advanced analytics working experience in banking / financial services / consulting industry Possess a strong selection of skills and experience with analytical frameworks and languages such as SQL, R, SPARK, Python,  Hive and other Hadoop-based languages·         Possess a strong ability to query and use large, robust data sets across traditional Data Warehouse and Hadoop platforms.·         An analytical mind and team player with demonstrated ability to build strong partnerships by applying quantitative techniques to solve business problems·         A strong communicator, with clear articulation of analytical findings through presentations.·         Experience with data visualization packages and/or tools will be a plus·         Innovative and Agile thinking - experience with Test and Learn Frameworks desirable 
Data Scientist;RESMED ASIA OPERATIONS PTY LIMITED (SINGAPORE BRANCH);501 - 1000 Employees;Healthcare/Medical;Min 5 years (Senior Executive) ;28-June-2018;12-July-2018;https://www.jobstreet.com.sg/en/job/data-scientist-6549441?fr=21&src=16&srcr=16; Data ScientistWe are currently seeking applications from an experienced Data Scientist to join our Healthcare Informatics (HI) team based in our Connexis office Singapore. At ResMed we focus on capability and passion. With your in-depth knowledge and understanding in applied research and development in the areas of data science biomedical informatics, you will use the latest technologies in machine learning and distributed computing. The platform and algorithms developed may be used in a range of diagnostic and therapeutic applications, such as sleep disorder breathing, chronic obstructive pulmonary disorder, and other respiratory disorders, as well as co-morbidities such as congestive heart failure and diabetes and chronic disease management. The candidate we are seeking will specialise in the following areas and be capable of the following responsibilities:• Research, customization, and development of statistical and machine learning algorithms to meet project requirements| tasks include defining hypotheses, executing necessary tests and experiments, evaluating, tuning and optimizing algorithms and methods to specific situations.• Analysis of big data for data-driven solution validation, evaluation and technology innovation. • Optimize data analysis processes and systems for better efficiency and maintainability. • Writing of documents that clearly explain how algorithms should be implemented, verified and validated.• Writing documents for use in the preparation of intellectual property and technical publications.• Monitoring the literature of interest and industrial development trends, broadly in the areas of data analysis and machine learning.• Understanding regulatory requirements, such as those mandated by the FDA.• Working within the ResMed Quality system, standards and maintaining training requirements. Let’s talk about you:To really get us excited, you will have extensive working knowledge of machine learning fundamental theories and data mining technologies with proficiency in statistical analysis methods, including analysis of variance, regression, time series analysis, survival analysis, etc. In addition, you will have strong database skills and experience, including experience with SQL programming.You will also have a Post-graduate research experience (Masters or PhD) Degree in a field encompassing Data Science, Applied Statistics, or Biomedical Informatics or related discipline with experience in relevant data science industry. Experience in a medical device company would also be advantageous. Let’s talk about the team:Big ideas and big goals reign at ResMed Singapore. Within this growing HI team, you’ll thrive in an environment filled with self-starters who possess the drive to make a difference. You’ll be encouraged within a people-focused culture that motivates and recognises talent, so that together, we can produce the best products and results. OK, so what next?At ResMed, we believe in supporting, inspiring and developing our people. So we recruit the best and then give them the tools to make a real difference in the lives of our patients. We believe that fresh thinking inspires innovation – and our shared success. If this sounds like a place you would like to work and you have the drive to transform and enhance the lives of millions of patients through your contribution at work, then today is your day! Apply now!   
Contract - Data Scientist for Business Analytics (BA);Infineon Technologies;2001 - 5000 Employees;Semiconductor/Wafer Fabrication;Min 1 year (Non-Executive) ;27-June-2018;27-July-2018;https://www.jobstreet.com.sg/en/job/contract-data-scientist-for-business-analytics-ba-6580823?fr=21&src=16&srcr=16; Part of your life. Part of tomorrow. We make life easier, safer and greener - with technology that achieves more, consumes less and is accessible to everyone. Microelectronics from Infineon is the key to a better future. Efficient use of energy, environmentally-friendly mobility and security in a connected world - we solve some of the most critical challenges that our society faces while taking a conscientious approach to the use of natural resources.In your new role you will:Collect, analyze and interpret qualitative & quantitative data with statistical theories and methodsProve concepts, prototypes and implementations, mainly pertaining to the solutions and services in Business Analytics encompassing: Machine learning| Diagnostic Analytics| Predictive modelling| Macro/Micro econometrics analysis| Social Media Analytics| Web AnalyticsApply standard process Cross Industry Standard Process for Data Mining (CRISP-DM)Create and review technical design documentations to ensure accurate development of analytical modelsBuild text analytical models using different types of sources including but not limited to internal portals and social media platformsBuild Performance Metrics & dashboard / storyboard to present information and insights gathered as part of analysisYou are best equipped for this task if you have:Bachelor / Master Degree in any IT-related discipline / Mathematics / Statistics with at least 1 year relevant working experience in ITHands-on working exposure in data mining and modelling techniques, statistical analysis and econometricProficient with SPSS Modeler and programming languages such as Python, R, SQLDeep understanding of Statistical and Predictive Analytics, as well as 'Text Analytics' implementation process Highly motivated, structured and methodical with high degree of self-initiativeCustomer and result orientated team player, with good intercultural communication skills to work in international team 
Data Analytics / Data Scientist *Central 4K~8K* (Ref.26616);Reeracoen Singapore Pte Ltd(Recruitment Firm);1 - 50 Employees;Human Resources Management/Consulting;Min 3 years (Junior Executive) ;27-June-2018;27-July-2018;https://www.jobstreet.com.sg/en/job/data-analytics-data-scientist-central-4k8k-ref26616-6580372?fr=21&src=16&srcr=16; Ref.26616 Job description         Industry Software/Information Processing, IT/TelecommunicationsConfirms project requirements by reviewing program objective, input data, and output requirements with analyst, supervisor, and client.Arranges project requirements in programming sequence by analyzing requirements| preparing a work flow chart and diagram using knowledge of computer capabilities, subject matter, programming language, and logic.Encodes project requirements by converting work flow information into computer language.Programs the computer by entering coded information.Confirms program operation by conducting tests| modifying program sequence and/or codes.Prepares reference for users by writing operating instructions.Maintains historical records by documenting program development and revisions.Maintains client confidence and protects operations by keeping information confidential.Contributes to team effort by accomplishing related results as needed.Requirements               Minimum 3+ years of experience focusing on Database environment projects as IT Project /Database Manager.Minimum 3+ years of experience in Big Data Projects as Data Scientist, Data Analyst.Experience of working with large data set using Machine Learning Algorithms, Traditional or Deep Learning, Advance Analytics and Data Visualisation.Experience of handling business intelligence software.Bachelor/Master degree with major and/or specialisation in Statistics, Mathematics, Computer Science, or Information Management is preferred.Visualisation: QlikView, Tableau, Cognos, SAP Business Objects. (regarded as an advantage) • Programming Language: R, Python, SAS, and SPSS. (regarded as an advantage) Experience on using advanced machine learning algorithms and statistics: regression, simulation, scenario analysis, modelling, clustering, decision trees, neural networks, etc.Having industry expertise background from one of the followings is preferable: Financial (bank, insurance, leasing), Manufacturing, Telecommunications and Retail.Travelling may be required.Work Location Central/Raffles Quay Salary 4,000 - 8,000Work Time 9:00-17:30 WeekdayAnnual Leave 14 DaysMedical Leave 14 DaysMedical Benefits 17AWS N/AVariable Bonus Pay in December (almost 2 months of salary)**********************************************************************For interested applicants, kindly indicate the following in your resume in order for us to process your application faster.1. Reason for leaving past and present employment(s)2. Expected / Last drawn salary3. Availability datellyInterested candidates, kindly email resume (with stated job position and Ref No.) to: [email protected]Registration No.: R1653866 (Mok Shu Min Kelly)We regret that only shortlisted candidates will be notified. Posted on behalf by R1874087 (Teo Yun Xuan)  
VP/AVP, Data Scientist, Big Data Analytics Group, Data Management Office;United Overseas Bank Limited (UOB);More than 5000 Employees;Banking/Financial Services;Min 5 years (Senior Executive) ;27-June-2018;27-July-2018;https://www.jobstreet.com.sg/en/job/vpavp-data-scientist-big-data-analytics-group-data-management-office-6580030?fr=21&src=16&srcr=16; The Data Management Office (DMO) is a business function that covers Enterprise Data Governance, Data Management, Big Data Analytics and Enterprise Data Strategy. Data Management Office ensures that UOB meets all data governance standards set by data regulators and optimize data management and usage to help UOB make smarter, faster and more accurate decisions and to improve operational efficiency. The Big Data Analytics Group (BDAG) leads the transformational build, use, and deployment of the banks next generation analytics capabilities across the organization. This exciting role will play a pivotal part as an Analytics Centre of Excellence that will take analytics to the next level through use of latest data and analytics technology currently being deployed. You will work either individually or in project teams as a subject matter expert to deliver new Big Data and Machine Learning solutions for our business partners. Your main responsibilities include: ·         Design analytical solutions/experiments to solve various strategic business problems through engagement and research.·         Building and deploying Machine Learning Algorithms, Advanced Analytics, and Data Visualization across the UOB group and region.·         Support the Enterprise Data Architecture and Governance Program in developing and transforming the Analytics Capabilities across the group.·         Partnering with assigned teams and/or business units to provide deep expertise and advisory on advanced data analytics needs.·         Strong knowledge of data and analytics architecture to ensure analytics objectives are aligned to business priorities on the Data Analytics Transformation Program.·         Drive Innovation initiatives under CDO guidance and directives. Requirements ·         Min Postgraduate in Statistics, Mathematics, Engineering , Computer Science or a related field·         Min 5 years advanced analytics working experience in banking / financial services / consulting industry Possess a strong selection of skills and experience with analytical frameworks and languages such as SQL, R, SPARK, Python,  Hive and other Hadoop-based languages·         Possess a strong ability to query and use large, robust data sets across traditional Data Warehouse and Hadoop platforms.·         An analytical mind and team player with demonstrated ability to build strong partnerships by applying quantitative techniques to solve business problems·         A strong communicator, with clear articulation of analytical findings through presentations.·         Experience with data visualization packages and/or tools will be a plus·         Innovative and Agile thinking - experience with Test and Learn Frameworks desirable 
Senior Data Scientist - Data Mining / Analytics / MI / Machine Learning;nSearch Global Pte Ltd(Recruitment Firm);51 - 200 Employees;Human Resources Management/Consulting;Min 5 years (Manager) ;27-June-2018;27-July-2018;https://www.jobstreet.com.sg/en/job/senior-data-scientist-data-mining-analytics-mi-machine-learning-6579821?fr=21&src=16&srcr=16; One of Asia’s leading organizations is looking for: Senior Data Scientist Responsibilities:PhD in computer science, statistics, or other quantitative fields with at least 3 years of industry experience developing data science solutions, or at least 6 years strong industry experience with Degree in Quantitative field.Must have excellent problem solving and advanced analytic skillsExpert in machine learning and data mining with excellent data processing, wrangling and feature engineering skills. Familiar with industry paradigm and standard for model developmentHave developed and implemented industry machine learning solution for classification, prediction, forecasting and anomality detection problemsHighly proficient with programming in either Python, R, Matlab, Java or SparkExpert in at least one of the following areas or equivalent in depth: deep learning, NLP, graph analytics, anomality detection, advanced large-scale recommendation, large scale optimization, large scale multivariate time series forecasting, statistical experiment design------------------------------------------------------------------------------------------------------Only shortlisted candidates will be informed.You can also email your CV directly at [email protected] (for faster processing, please state the exact job applied “Data Scientist”)------------------------------------------------------------------------------------------------------ EA License Number: 10C3636EA Personnel Name: Arora, HardeepEA Personnel Registration Number: R1111454  
