job_title; company; company_size; industry; required_experience; posting_date; closing_date; link; job_description
Data Scientist;ST Electronics (Satcom & Sensor Systems) Pte Ltd;201 - 500 Employees;Electrical & Electronics;Min 2 years (Senior Executive) ;27-July-2018;26-August-2018;https://www.jobstreet.com.sg/en/job/data-scientist-6648077?fr=21&src=16&srcr=16; Job Description:Design and develop data analytics platform capable of handling satellite imagery of different formats and resolutions in order to facilitate geospatial and business intelligence analysisDetect, recognise and count objects on satellite imagery with high accuracy using machine vision and machine learning techniques    Build and optimise classifiers based on salient features and information from satellite imagery and other supporting data using AI and machine learning techniquesImplement data mining algorithms using relevant state-of-the-art methodsCurate satellite imagery and other geospatial data to enhance the data analytics platform in order to build models for GIS applications.Process, cleanse, and verify the integrity of imagery and associated data used for analysisJob Requirements:Degree or Masters in Computer engineering / computer science /statisticsKnowledge of satellite image processing and automatic classification using supervised machine learning techniquesKnowledge of programming languages such as Python, java, C# and C++Basic networking knowledgeKnowledge of geospatial databasesExcited by working on a startup-like team, contributing to the vision and creation of solutions that benefits our customersWe regret to inform that only shortlisted candidates will be notified.  
Data Scientist cum Analyst ($7K/MNC/ Central) ref:JT;Career Edge Asia Pte Ltd(Recruitment Firm);1 - 50 Employees;Human Resources Management/Consulting;Min 3 years (Senior Executive) ;27-July-2018;26-August-2018;https://www.jobstreet.com.sg/en/job/data-scientist-cum-analyst-7kmnc-central-refjt-6647108?fr=21&src=16&srcr=16; Responsible to mange dashboards and reports on Campaigns statistics analysisManage data analysis (large structured and unstructured data analysis) and identify trends on lead and pipeline creationAnalyse customer behavious on solutions to optimize programs for maximum impactResponsible for data driven marketing and manage systems engineering and media analysis]  RequirementsDegree in Marketing/Computer Science Systems Engineering , Business,  data analysis relatedMin 3 years experience in marketing data statistic analaysis, technical program management, media analyticsProficient in SQL, database definition and schema designPreferably experience in B2B marketing technology​  Location: Central5 working days, Mon – FriSalary range: $7KCompetitive remuneration package will be offered to the shortlisted candidate.Interested candidates, please send your updated CV in MS Words format stating your last drawn salary, expected salary, notice period and reason for leaving last / past employment(s) and email to [email protected] for priority processing.Attn: Jace Tay (Registration No.: R1331152)CAREER EDGE ASIA PTE LTDEA Licence Number: 13C6678To find out more job opportunities, visit Career Edge Asia at www.caed.com.sg for all job listings.Email: [email protected]  
Data Scientist (Machine Learning, Equity Investments) - perm in Banking;DAVID & GOLIATH PTE. LTD(Recruitment Firm);1 - 50 Employees;Human Resources Management/Consulting;Min 6 years (Senior Executive) ;27-July-2018;26-August-2018;https://www.jobstreet.com.sg/en/job/data-scientist-machine-learning-equity-investments-perm-in-banking-6646586?fr=21&src=16&srcr=16; Data Scientist (Machine Learning, Equity Investments) - perm in Investment Banking The Data Science Team is responsible for the positioning and development of the Bank as an information centric business, by effectively harnessing the total Banking knowledge and data available from internal and external sources.  The team would be responsible for leveraging on data science and research at the enterprise level, facilitating enterprise-wide governance on information and developing an integrated knowledge architecture to process, analyse and mine data for better Business decisions.  • Collaborate with the Business (Portfolio Manager/ Researcher) to evaluate and analyse noisy, unstructured data• Drive data science projects for our Equities division right from generating ideas to building models• Evaluate, recommend and implement solutions in the areas of data ingestion, storage and management through sourcing and researching large novel datasets such as transactional data, clickstream data, jobs data, footfall data, satellite data, mobile apps data, shipping data and email receipt data• Evaluate Bloomberg’s New Analytics and Event Driven Feed product for alpha generation• Use of raw news feed which can be used for alpha research for sentiment analytics scores, feature Extraction for Sentiment Analysis• Data exploration/analysis & sentiment-based interday strategy• Backtesting framework on Spark and evaluated signal performance/returns over parameter space (region, holding period, sectors, etc.)• Build scalable models and algorithms to clean, visualize, and analyse large datasets• Generate insights and signals through researching textual content such as emails, news articles and company financial reports, and implementing data science models.  In return for this excellent career opportunity, we ask that you have the following:• Tertiary degree in technical disciplines including engineering, computer science, and applied sciences. Background in Financial Engineering, Mathematics, or Statistics is also desirable.• Practical implementation of modelling techniques like Linear Regression with Regularization, Boosted Trees, Logistic Regression with Regularization, K-Means, Principal Component Analysis, NLP (word embeddings), Text feature extraction etc• Experience working with large unstructured data sets and distributed computing tools (Mapreduce, Spark, Hadoop, Hive, etc.)• Experience with enterprise databases, in traditional and alternative database technologies (SQL and NoSQL)• Relevant experience in advanced statistical modelling and machine learning methods to develop robust predictive models• Hacking skills (ability to quickly prototype solutions for diverse needs)• Data manipulation – comfortable handling multiple data types across varying frequencies and complexities as well as familiar in feature selection and transformation• Fluency in R, Python and/or other similar languages• Adept in data visualization• Ability to work in a challenging environment and is creative in coming up with solutions to solve complex problems• Strong communication skills and enjoys working in a collaborative environment• A passion for data, technology and investing *Disclaimer:      Candidates who are shortlisted will go through Video Interviews, Technical Tests and Face to Face interviews. If this speaks to you and you are ready for a new challenge, please send your Resume in MS word format to [email protected]Even if you are not interested, you can still park your CV with us for other Banking IT positions or forward this Advertisement to your counterparts with the relevant Banking IT experiences I am looking for. We Seek to:• Understand your personal circumstances, needs and ideals• Present your credentials to our clients only with your permission• Strategize and consult with youYour application will be kept with the strictest of confidence.  
SVP/VP, Senior Data Scientist, Data & Transformation, Technology and Operations - (1800039X);DBS Bank Limited;More than 5000 Employees;Banking/Financial Services; Senior Manager ;27-July-2018;25-August-2018;https://www.jobstreet.com.sg/en/job/svpvp-senior-data-scientist-data-transformation-technology-and-operations-1800039x-6646072?fr=21&src=16&srcr=16; Who we are The Analytic Center of Excellence is established as the central team to develop the machine learning practice for DBS group. We work with business to develop large scale machine learning solutions to be deployed into production. At the same time, we also lead the development of enterprise advanced analytic infrastructure as well as creating various data science best practice for DBS.Responsibilities The successful candidate will need to Drive enterprise strategy on testing and production deployment of machine learning and AI products Drive the discussion between data science and IT on the architecture and solution design to ensure production and deployment is fully consideredDrive the testing and deployment of the machine learning products into productionLead the requirement gathering and release road map for analytic platform featuresDevelop enterprise standards and practice on testing and production deployment of machine learning and AI productsDrive the adoption of software development practice in data science teams, such as agile development, software development life cycle (SDLC), continues improvement and continues deployment (CI/CD) and testing strategy. Requirements:   Solid track record of deploying machine learning solution into production environment and integrate into operation Expert in identifying and solving issues when putting model into production - load balancing, distribution, through-put, latency, availability, stability, refactoring, repackaging, versioning, scoring, real time / online scoring, performance monitoring and management, Expert on the open source stack of bid data and machine learning solutions such as Hadoop, Spark, YARN, Mesos, Hive, Impala, Spark Streaming, Kafka, API, Anaconda / R studio server, Kubernetes, Familiar with development, deployment, production and operation life cycle of the machine learning product and software best practices such as SDLC, CICD, Test-Driven Development (TDD)Excellent problem-solving skills and strategic thinkerProficiency in Python, R, Spark, Java and ScalaGood interpersonal skill and able to influence the decision making of data science and IT teamSolid written and communication skills Company Overview DBS is a leading financial services group in Asia, with over 200 branches across 15 markets. Headquartered and listed in Singapore, DBS is a market leader in Singapore with over four million customers and also has a growing presence in the three key Asian axes of growth, namely, Greater China, Southeast Asia and South Asia. The bank's strong capital position, as well as "AA-" and "Aa1" credit ratings that are among the highest in the Asia-Pacific region, earned it Global Finance's "Safest Bank in Asia" accolade for three consecutive years, in 2009, 2010 and 2011.Why Join Us? DBS: Large, strong and growing DBS is the largest bank in South East Asia and one of the strongest in the world. Coupled with a growing footprint in the three key axes of growth, namely Southeast Asia, South Asia and Greater China, DBS is uniquely positioned to capture numerous opportunities in the region. For five consecutive years since 2009, Global Finance named DBS the 'Safest bank in Asia', with credit ratings of 'AA-' and 'Aa1', among the highest in the Asia-Pacific region. With a resilient balance sheet and prudent financial management, it stands out as one of the few banks with the strength and confidence to grow both its revenues and its employees in an industry facing considerable uncertainty.Team / Exposure Analytics is a key focus area for the CEO. The BA leadership works very closely with top management to realize the analytics agenda for the bank. The role will work alongside BA leadership, making regular presenting to senior management including C-level executives, thereby getting considerable exposure to the consumer bank leadership across the regionCareer growth  Given the rapidly growing importance of analytics in the industry and the sharp focus of DBS top management, strong performance in this role, demonstrating in-depth understanding and strong execution skills will set the incumbent on a trajectory to senior roles within the consumer banking group whether in analytics or in the business. DBS is confident that it will be able to provide a good performer with many opportunities to grow and develop as result of the strong internal mobility options and the bank's commitment to people development. Compensation  We offer a competitive salary and benefits package and the professional advantages of a dynamic environment that supports your development and recognizes your achievements.   
FMCG Data Scientist (Smart Manufacturing Group);    							    							        							       Advanced Remanufacturing and Technology Centre (ARTC)    							     																					;51 - 200 Employees;R&D|;Min 1 year (Non-Executive) ;27-July-2018;10-August-2018;https://www.jobstreet.com.sg/en/job/fmcg-data-scientist-smart-manufacturing-group-6612364?fr=21&src=16&srcr=16; About the Agency for Science, Technology and Research (A*STAR)The Agency for Science, Technology and Research (A*STAR) is Singapore's lead public sector agency that spearheads economic oriented research to advance scientific discovery and develop innovative technology. Through open innovation, we collaborate with our partners in both the public and private sectors to benefit society. As a Science and Technology Organisation, A*STAR bridges the gap between academia and industry. Our research creates economic growth and jobs for Singapore, and enhances lives by contributing to societal benefits such as improving outcomes in healthcare, urban living, and sustainability.We play a key role in nurturing and developing a diversity of talent and leaders in our Agency and Research Institutes, the wider research community and industry. A*STAR oversees 18 biomedical sciences and physical sciences and engineering research entities primarily located in Biopolis and Fusionopolis. For more information about A*STAR, please visit: www.a-star.edu.sgAdvanced Remanufacturing and Technology CentreThe Advanced Remanufacturing and Technology Centre (ARTC) is a new industry-led centre by the Agency for Science, Technology and Research (A*STAR) in collaboration with Nanyang Technological University (NTU). Based on a contemporary business model of public-private partnership, the centre transforms remanufacturing and manufacturing research into industry ready solutions for cross-sectoral industry members by bringing together best-in-class global companies and R&D minds in Singapore. Currently, the ARTC works with 60 industry members to develop advanced remanufacturing and manufacturing capabilities. The members are comprised of global MNCs, leading equipment and software providers as well as SMEs.At ARTC, you will have a unique opportunity to unleash your creativity and competencies to develop innovative solutions for industry members. Spanning across development to integrated systems and solutions. In addition, you will support industry members to develop strategies and technology roadmaps in Advanced Remanufacturing. You will also be part of an exciting Advanced Remanufacturing network, developing world-class knowledge in the field of Advanced Remanufacturing. For more information about ARTC, please visit: https://www.a-star.edu.sg/artc Job DescriptionTo drive the adoption of industry 4.0 solutions, ARTC will be setting up the Smart Manufacturing Group as a demonstrating platform for the industry. This public-private partnership programme aims to co-develop a model factory with industry players, to collaborate and develop Future or Manufacturing (FoM) technologies, based on real applications in advanced manufacturing and remanufacturing. With the demonstrating platform being developed together with end-users, technology providers and research institutes in A*STAR and institutes of higher learning (IHL) to test-bed processes, benefits to the economy and the workforce. Responsibilities:• Be part of a taskforce to support and contribute to the Factory of the future (Industry 4.0) vision for the centre in particular with special attention to data mining and machine learning for continuous processes• Research, investigate and execute smart manufacturing factory concepts in Artificial Intelligence (AI) topics such as Deep Learning/Machine Learning, Optimization, Signal processing and Reasoning within the context of the Factory of the Future• Development of machine learning models/predictive analytics techniques that optimizes manufacturing processes and equipment maintenance• Working through big data problem from data mining, data cleaning, building concept of the model to support decision making through various data analytic techniques and algorithm development involving unstructured and noisy data• Perform research on smart manufacturing concepts and processes for cross-sector industrial applications with focus on continuous manufacturing.• Technical planning, execution and delivery of development projects for global industry members• Writing of technical reports and presentation of technical result Requirements:• PhD in Computer Science, Applied Mathematics, Engineering or Statistics• Experience in data mining, data analysis, model building, statistical modelling, predictive analytics and machine learning algorithms • Experience with one or more the following platforms SAS, SPSS, Python, R, Hadoop or SQL., Python will be highly desirable.• Experience with Tensor Flow or similar AI platforms is required• Experience in processing and analysing large data sets• Excellent interpersonal and communication (verbal & written) skills in English a must• Ability to multitask and roadmap project needs• Experience building predictive models and implementing them in a production environment is preferred• Experience in Cloud platforms (e.g.  Azure, Amazon, google) is a must How to apply: • Email your detailed resume via APPLY NOW button.• Kindly indicate the position you are applying for in the subject header• We regret to inform that only shortlisted candidates will be notified• The above eligibility criteria are not exhaustive. A*STAR may include additional selection criteria based on its prevailing recruitment policies. These policies may be amended from time to time without notice. 
Associate, Data Scientist - Data Analytics & Robotics Team, Group Audit - (180001M7);DBS Bank Limited;More than 5000 Employees;Banking/Financial Services; Junior Executive ;27-July-2018;09-August-2018;https://www.jobstreet.com.sg/en/job/associate-data-scientist-data-analytics-robotics-team-group-audit-180001m7-6612187?fr=21&src=16&srcr=16; Business Function  Group Audit helps the Board and Executive Management meet the strategic and operational objectives of the DBS Group. We conduct independent checks to ensure that the Group's risk and control processes are adequate and effective. All our team members are highly sought-after professionals who work as trusted advisors to our clients, in all matters related to a company's internal controls.  ResponsibilitiesPartner with audit specialists across various banking functions to assess business needs and identify opportunities to apply data analytics.Define analytical strategy to address identified opportunities, including analytical approaches, data and technology requirements.Develop models and perform statistical analysis to identify key areas of risk and predict risk events, across a range of banking functions.Present key findings to senior management and/or other stakeholders with actionable recommendations.Work with other data scientists in the team to drive projects.   RequirementsPost graduate degree in Computer Science, Machine Learning, Statistics, Applied Mathematics, or equivalent.At least 3 years of experience in data mining and machine learning on large amount of data, building and implementing various statistical models.Good mathematical and statistics background, including the ability to translate business problems and requirements into mathematical formulations.Proficient in data manipulation and analysis.Proficiency in R, Python, or other statistical software required. Experience in Big Data technology stack is a plus.Ability to present analysis in a manner accessible by non-statisticians through data visualisation techniques.Independent self-starter with ability to multitask.Excellent verbal and written communication skills and the ability to interact professionally with a diverse group of executives, managers and subject matter experts.Has a 'can-do' attitude.  Apply Now We offer a competitive salary and benefits package and the professional advantages of a dynamic environment that supports your development and recognises your achievements. 
Data Scientist;Mediacorp Pte Ltd;2001 - 5000 Employees;Entertainment/Media; Entry Level;27-July-2018;10-August-2018;https://www.jobstreet.com.sg/en/job/data-scientist-6611662?fr=21&src=16&srcr=16; Serve as primary source of data insights supporting internal and external constituenciesAnalyse and translate data findings into meaningful, actionable insights – including synthesizing relevant insights from different customer touch points and data sourcesLead, design and implement quantitative analytical frameworks, including scalable predictive models, customer segmentation and marketing mix optimization that improve business performance and customer engagementInstitute and adopt best practices in data science, platforms and approaches.Establish internal organisational standards and benchmarksWork with other teams in Mediacorp to understand business needs, document data and data integration requirements, and resolve conflicting business/data architecture rules. Ensure compliance with internal customer contact governance policies and drive closed-loop measurement through smart data capture.Become an internal authority on Mediacorp’s data tools and resources. Function as a power user of data analytics to guide other business users.Support ad-hoc business intelligence and other strategic initiativesRequirements:A degree in Computer Science, Statistics, Mathematics, Machine Learning, Operations Research, CS, Econometrics or related field.Minimum 1 year hands-on experience in data science.Demonstrated expertise in developing and implementing a full range of analytical techniques to address commercial challenges. Proficiency in at least one statistical analysis tool such as R or Weka.Demonstrated experience with distributed databases and query languages. Proficiency in at least one programming language (preferably Java, C++, Python, or Perl).Must possess exceptional business judgment to identify core business objectives| synthesize and interpret disparate quantitative information, develop meaningful insights and clearly disseminate to key stakeholdersStrong project management and time management skills. Able to lead data initiative independently with minimal supervision.Relevant experience in web, video, mobile or adtech domain is a plus. 
Data Scientist(Image Analysis)-(Up to $5.5K Basic/Top Listed IT MNC/ Perm/East);Achieve Career Consultant Pte Ltd(Recruitment Firm);51 - 200 Employees;Human Resources Management/Consulting;Min 2 years (Junior Executive) ;26-July-2018;25-August-2018;https://www.jobstreet.com.sg/en/job/data-scientistimage-analysis-up-to-55k-basictop-listed-it-mnc-permeast-6643558?fr=21&src=16&srcr=16; S$4,500 to $5,500 Basic + AWS2 Years Contract (Subjected to conversion to Perm)Good career opportunity + Friendly working environmentTampines/ Monday to Friday (9am to 5:45pm)Experience with image & video analysis, or AI technology or Machine LearningOur Client is a well-known and established Leader in Global IT Industry. They are looking for unique individual to join their growing business as a Data Analyst(Researcher) RESPONSIBILITIES:Research and development IT system related image/video processing and AIConduct and manage development teamTechnical presentation at internal/external conferenceCreate technical reportREQUIREMENTS:Minimum Master’s Degree with 2 years of relevant work experience in image analysis or AI technology as researchMust have research experience in image & video analysis, or AI technology or Machine LearningKnowledge in professional programming skill in either Java, C++, Python or JavascriptAbility to create technical report and to conduct presentation materials for customers     Candidates with journal/conference publications have added advantageGood communication & presentation skillsOTHER INFORMATION:         Location                  : Tampines         Working days         :  Monday to Friday (9am to 5:45pm)         Salary                      : $4,500 to $5,500  (salary will commensurate according to experience & qualifications).The Company strives to achieve employee satisfaction and provides conducive working environment, attractive incentives and remuneration to all staff. HOW TO APPLY: If you are a self-driven, resourceful & independent, and more importantly, believe that YOU CAN MAKE A DIFFERENCE, we would like to hear from you. Simply submit your application by emailing a detailed copy of your updated Resume in MS Word Format to Wynn Tham Guo Yao (EA Personnel Reg. No.: R1764185) Email: ascend4 @ achievegroup.asiaor call your friendly Consultant, Wynn, at 6590 9946 for a confidential discussion.           Please indicate the below informationin your resume:         Current & Expected Salary                            Reason(s) for leaving                       Notice Period / Availability to commence workWe regret only short listed candidate will be notified. All applications will be treated with the strictest confidence.By submitting any application or résumé to us, you will be deemed to have agreed and consented to us collecting, using, retaining and disclosing your personal information to prospective employers for their consideration. YOUR SUCCESS IS OUR ACHIEVEMENT! 
Data Scientist - Business Intelligence and Analytics;Infineon Technologies;2001 - 5000 Employees;Semiconductor/Wafer Fabrication;Min 5 years (Non-Executive) ;26-July-2018;15-August-2018;https://www.jobstreet.com.sg/en/job/data-scientist-business-intelligence-and-analytics-6621725?fr=21&src=16&srcr=16; Part of your life. Part of tomorrow. We make life easier, safer and greener - with technology that achieves more, consumes less and is accessible to everyone. Microelectronics from Infineon is the key to a better future. Efficient use of energy, environmentally-friendly mobility and security in a connected world - we solve some of the most critical challenges that our society faces while taking a conscientious approach to the use of natural resources.In your new role you will:Work as an expert on Business Analytics / Machine Learning / Artificial Intelligence and present research findings to internal & external stakeholdersIdeation and change agent who works closely with all business units to inspire data driven business business innovation with examples and ideasThought leadership (data science), Problem statement analysis and Use case validation (including PoV and PoC)Prove concepts, prototypes and implementations, mainly pertaining to Predictive analytics, Reinforcement Learning, NLP, Anomaly Detection, Deep Neural Networks etcResponsible for End-to-end analytical cycles, covering Data pre-processing, EDA, Modelling and Visualisation of insightsBuild Performance Metrics & dashboard / storyboard to present information and insights gathered as part of analysisApply Machine Learning frameworks such as H2O, Tenser Flow, Pytorch & Agile Methodologies for Business Analytics projectsCreate and review technical design documentations / researches, patents and other intellectual propertyProvides guidance to junior data scientistsYou are best equipped for this task if you have:PhD / Master's Degree in Business Analytics / Mathematics / Statistics with min 5 years of relevant working experienceStrong understanding, conceptualizing and hands-on working knowledge using Data Science and Analytical methods for AI/ML including deep learning methodsGood understanding of cloud based AI/ML products from Google, Amazon, IBM & AWSProgramming & framework experience in one or more of the following: Python, C, C++, APO.ai, Cortana, Alexa, CloudML, AureML, CoreML, TensorFlow, Theano, Torch, Caffe, H2O.ai, etcExperience in best practice adaption and external benchmarkingStructured and methodical with high degree of self-initiativeExcellent interpersonal skills with enhanced facilitation skills and practice influencing techniques 
VP/AVP, Data Scientist, Big Data Analytics Group, Data Management Office;United Overseas Bank Limited (UOB);More than 5000 Employees;Banking/Financial Services;Min 5 years (Senior Executive) ;26-July-2018;09-August-2018;https://www.jobstreet.com.sg/en/job/vpavp-data-scientist-big-data-analytics-group-data-management-office-6607421?fr=21&src=16&srcr=16; The Data Management Office (DMO) is a business function that covers Enterprise Data Governance, Data Management, Big Data Analytics and Enterprise Data Strategy. Data Management Office ensures that UOB meets all data governance standards set by data regulators and optimize data management and usage to help UOB make smarter, faster and more accurate decisions and to improve operational efficiency. The Big Data Analytics Group (BDAG) leads the transformational build, use, and deployment of the banks next generation analytics capabilities across the organization. This exciting role will play a pivotal part as an Analytics Centre of Excellence that will take analytics to the next level through use of latest data and analytics technology currently being deployed. You will work either individually or in project teams as a subject matter expert to deliver new Big Data and Machine Learning solutions for our business partners. Your main responsibilities include: ·         Design analytical solutions/experiments to solve various strategic business problems through engagement and research.·         Building and deploying Machine Learning Algorithms, Advanced Analytics, and Data Visualization across the UOB group and region.·         Support the Enterprise Data Architecture and Governance Program in developing and transforming the Analytics Capabilities across the group.·         Partnering with assigned teams and/or business units to provide deep expertise and advisory on advanced data analytics needs.·         Strong knowledge of data and analytics architecture to ensure analytics objectives are aligned to business priorities on the Data Analytics Transformation Program.·         Drive Innovation initiatives under CDO guidance and directives. Requirements ·         Min Postgraduate in Statistics, Mathematics, Engineering , Computer Science or a related field·         Min 5 years advanced analytics working experience in banking / financial services / consulting industry Possess a strong selection of skills and experience with analytical frameworks and languages such as SQL, R, SPARK, Python,  Hive and other Hadoop-based languages·         Possess a strong ability to query and use large, robust data sets across traditional Data Warehouse and Hadoop platforms.·         An analytical mind and team player with demonstrated ability to build strong partnerships by applying quantitative techniques to solve business problems·         A strong communicator, with clear articulation of analytical findings through presentations.·         Experience with data visualization packages and/or tools will be a plus·         Innovative and Agile thinking - experience with Test and Learn Frameworks desirable 
Data Scientist, Lighthouse;KPMG Services Pte Ltd;2001 - 5000 Employees;Accounting/Audit/Tax Services;Min 2 years (Senior Executive) ;25-July-2018;24-August-2018;https://www.jobstreet.com.sg/en/job/data-scientist-lighthouse-6642370?fr=21&src=16&srcr=16; We invite highly motivated, dynamic professionals to join our growing Lighthouse Team.Our data and analytics centre of excellence is currently looking for a Data Scientist to join our fast growing team. The successful candidate will be responsible to participate in the development and deployment of data and analytics solutions to both our internal teams and external clients. This is the perfect opportunity to become a part of an innovative and energetic team that constantly works on real-world business problems with a wide range of clients across multiple industries. The successful candidate will be expected to take ownership and drive the entire life cycle of analytics product development which typically includes:• Working with functional and sectorial teams to define analytics use cases that can be used to address business problem statements• Designing data solutions by using suitable data analytics tools and techniques• Designing data collection, pre-processing, analysis and reporting pipelines• Developing, deploying and maintaining analytical models The ideal candidate should possess:• Bachelor/Master degree in a Statistics / Mathematics / Computer Science / Engineering / Economics discipline or Exceptional candidates with Diploma / Specialist Diploma in Informatics / Analytics / Machine Learning / Data Analytics• Minimum 2-8 years of experience in conducting statistical analysis and developing analytical models• Knowledge and hands-on experience in statistics, optimization, machine learning, text mining and visualization• Exposure to Analytics applied to business functions such as Customer Analytics, People Analytics, Supply Chain Analytics, Financial Analytics• Proficient in analytics frameworks such as R and Python or exposure and project experience in SAS, SPSS, KXEN, Matlabs, Alteryx or exposure and experience in AI platforms from IBM, Microsoft, Google, Amazon• Demonstrate strong business understanding to apply data science methodologies to business problems• Excellent communication and presentation skills• Passionate in sharing knowledge with the entire team  
GLOBAL FACILITIES SENIOR DATA SCIENTIST;Micron Semiconductor Asia Pte Ltd;More than 5000 Employees;Semiconductor/Wafer Fabrication;Min 5 years (Senior Executive) ;25-July-2018;24-August-2018;https://www.jobstreet.com.sg/en/job/global-facilities-senior-data-scientist-6641821?fr=21&src=16&srcr=16; Job DescriptionAs an Corporate Facilities Data Scientist in the Facilities Central Group, you will do the following:Work shoulder-to-shoulder in a world-class IT team of data engineers, business intelligence experts, and software engineers to discover data insights that were unobservable in traditional BI solutions.Draw from a broad background of data-mining techniques in mathematics, statistics, information technology, machine learning, data engineering, design of experiments, visualization, and text mining to discover insightful patterns in data.Take on exciting projects from all business areas at Micron, working across enterprise business processes to bring data science methods to opportunities in sales, supply chain, IT, finance, marketing, and other business areas.Deliver polished presentations of analyses to senior Micron leaders to inform Micron business strategy, streamline operations, and execute to revenue goals. Responsibilities and TasksAlign to, Understand, and Prioritize Analytic Goals to Address Business Opportunities and ValueMaintain an intimate understanding of company and department strategyUnderstand the business objectives in order to develop or establish success criteria metricsTranslate business problems into one or more data science projects/solutions Lead Efforts to Identify Signals in Data that Address Use CasesUnderstand business processes (data sources and meaning)Manage and optimize data discovery and cleansingUnderstand and collect relevant dataIdentify new data sources in the network that will create new insights to business needsExplore relevant data through visualization and statistical methods Collect, Organize, and Prepare Data for AnalysisWork with various volumes of data from multiple disparate sources and perform data analysis and mining to generate solutions to business problemsEnsure processes taken to maintain data integrityUnderstand available data and what data is relevantCollaborate with data architects (IS engineers, BI engineers, DBAs, etc.) to ensure that data needed is availableDevelop and automate ETL jobs for various volumes of data Uncover Patterns in Data, Develop Models, and Evaluate Validity of SolutionsDevelop expertise in data mining and analytic methodsDetermine statistical validity and significance (pick out signals from noise)Identify and apply appropriate analytical modelsEvaluate results using statistical methods and improve the model where appropriateDevelop predictive modelsDeploy Data Science Models into Business ProcessesPresent findings and deliver recommendations using effective presentation and data visualization techniquesCollaborate with software engineers to deploy data science solutions into production applicationsEnsure that the models are easy to support and maintainRegularly review deployed models and monitor for continual improvementValidate that the business value has been met Education:Masters Degree or equivalent experience in Computer Science, Data Science, Engineering, Statistics or equivalent is requiredDoctorate Degree or equivalent experience in Data Science, Engineering, Statistics or Computer Science is desiredExperience:5 years’ experience in Data Analysis3-5 years’ experience in Semiconductor  
VP/AVP, Data Scientist, Big Data Analytics Group, Data Management Office;United Overseas Bank Limited (UOB);More than 5000 Employees;Banking/Financial Services;Min 5 years (Senior Executive) ;25-July-2018;24-August-2018;https://www.jobstreet.com.sg/en/job/vpavp-data-scientist-big-data-analytics-group-data-management-office-6641647?fr=21&src=16&srcr=16; The Data Management Office (DMO) is a business function that covers Enterprise Data Governance, Data Management, Big Data Analytics and Enterprise Data Strategy. Data Management Office ensures that UOB meets all data governance standards set by data regulators and optimize data management and usage to help UOB make smarter, faster and more accurate decisions and to improve operational efficiency. The Big Data Analytics Group (BDAG) leads the transformational build, use, and deployment of the banks next generation analytics capabilities across the organization. This exciting role will play a pivotal part as an Analytics Centre of Excellence that will take analytics to the next level through use of latest data and analytics technology currently being deployed. You will work either individually or in project teams as a subject matter expert to deliver new Big Data and Machine Learning solutions for our business partners. Your main responsibilities include: ·         Design analytical solutions/experiments to solve various strategic business problems through engagement and research.·         Building and deploying Machine Learning Algorithms, Advanced Analytics, and Data Visualization across the UOB group and region.·         Support the Enterprise Data Architecture and Governance Program in developing and transforming the Analytics Capabilities across the group.·         Partnering with assigned teams and/or business units to provide deep expertise and advisory on advanced data analytics needs.·         Strong knowledge of data and analytics architecture to ensure analytics objectives are aligned to business priorities on the Data Analytics Transformation Program.·         Drive Innovation initiatives under CDO guidance and directives. Requirements ·         Min Postgraduate in Statistics, Mathematics, Engineering , Computer Science or a related field·         Min 5 years advanced analytics working experience in banking / financial services / consulting industry Possess a strong selection of skills and experience with analytical frameworks and languages such as SQL, R, SPARK, Python,  Hive and other Hadoop-based languages·         Possess a strong ability to query and use large, robust data sets across traditional Data Warehouse and Hadoop platforms.·         An analytical mind and team player with demonstrated ability to build strong partnerships by applying quantitative techniques to solve business problems·         A strong communicator, with clear articulation of analytical findings through presentations.·         Experience with data visualization packages and/or tools will be a plus·         Innovative and Agile thinking - experience with Test and Learn Frameworks desirable 
Data Scientist (R, Python, SQL);Michael Page(Recruitment Firm);201 - 500 Employees;Human Resources Management/Consulting;Min 5 years (Non-Executive) ;25-July-2018;24-August-2018;https://www.jobstreet.com.sg/en/job/data-scientist-r-python-sql-6641591?fr=21&src=16&srcr=16;  This is an excellent opportunity to work as a Data Scientist for one of the leading Global Financial Services organisations. Client Details My client, who is one of the leading Global Financial Services companies, is currently hiring a Data Scientist as a central part of their trading activities and an integral part of their expansion plans. Description As the Data Scientist, you will be responsible for: Coordinating with the analysts to improve trading strategies.Engaging in projects with the goal of improving the team's productivity.Improving the series of data points that are relevant to trading.Implementing visualization and features which will help improve trading decisions. Profile As a successful candidate, you will have a Bachelor's Degree or Masters in Computer Science / Data Science / Mathematics. You will have at least 5+ years' of relevant Data Science experience. You will be proficient in R, Python, Matlab and SQL. Having a strong background in Mathematics and Statistics would add advantage to your candidature. Job OfferAttractive salary packagePermanent roleRapid career growth 
